SESSIONKEY,USERID,AGENTLOCATIONID,SESSIONSTARTDATE,LASTTXNDATE,SESSIONDATELOCAL,FUNCTIONID,LOGINKEY,REMOTEADDRESS,TXNREFNO,SESSIONSTATUS,SESSIONDATELOCALLASTACCSSED,OTPNO
wo18253035956383,10005cinim,784101,10/09/18 11:59,10/09/18 11:59,10/09/18 15:59,475,1853962711797090,10.45.0.179, ,3,10/09/18 16:00,
tb18253040044496,10005cinim,784101,10/09/18 12:00,10/09/18 12:00,10/09/18 16:00,475,1853962711797090,10.45.0.179, ,1,10/09/18 16:00,
dg18253040211560,10005cinim,784101,10/09/18 12:02,10/09/18 12:02,10/09/18 16:02,475,1853962711797090,10.45.0.179, ,3,10/09/18 16:02,
fp18253040450461,10005cinim,784101,10/09/18 12:04,10/09/18 12:04,10/09/18 16:04,475,1853285827260380,10.45.0.179, ,3,10/09/18 16:05,
bx18253040538886,10005cinim,784101,10/09/18 12:05,10/09/18 12:05,10/09/18 16:05,475,1853285827260380,10.45.0.179, ,1,10/09/18 16:05,
ym18253040708027,10005cinim,784101,10/09/18 12:07,10/09/18 12:07,10/09/18 16:07,475,1853285827260380,10.45.0.179, ,3,10/09/18 16:07,
la18253040808278,10005bibins,634214,10/09/18 12:08,10/09/18 12:08,10/09/18 15:08,475,1853426068164660,10.45.0.151, ,3,10/09/18 15:09,
ly18253040939223,10005cini,784101,10/09/18 12:09,10/09/18 12:09,10/09/18 16:09,475,1853368930622320,10.45.0.179, ,3,10/09/18 16:10,
me18253041349789,10005cinim,784101,10/09/18 12:13,10/09/18 12:13,10/09/18 16:13,475,1853314772195860,10.45.0.179, ,1,10/09/18 16:13,
fq18253041606918,10005cinim,784101,10/09/18 12:16,10/09/18 12:16,10/09/18 16:16,475,1853383632113050,10.45.0.179, ,3,10/09/18 16:17,
tu18253042002889,10005cinim,784101,10/09/18 12:20,10/09/18 12:20,10/09/18 16:20,475,1853454053018390,10.45.0.179, ,3,10/09/18 16:20,
he18253042203970,10005cinim,784101,10/09/18 12:22,10/09/18 12:22,10/09/18 16:22,475,1853474152746650,10.45.0.179, ,1,10/09/18 16:22,
se18253042402741,10005cinim,784101,10/09/18 12:24,10/09/18 12:24,10/09/18 16:24,475,1853168344633240,10.45.0.179, ,3,10/09/18 16:24,
lf18253042640916,10005cinim,784101,10/09/18 12:26,10/09/18 12:26,10/09/18 16:26,475,1853426363596700,10.45.0.179, ,3,10/09/18 16:27,
at18253042729545,10005cinim,784101,10/09/18 12:27,10/09/18 12:27,10/09/18 16:27,475,1853426363596700,10.45.0.179, ,3,10/09/18 16:28,
st18253042834068,10005cinim,784101,10/09/18 12:28,10/09/18 12:28,10/09/18 16:28,475,1853426363596700,10.45.0.179, ,3,10/09/18 16:29,
vn18253051151790,10005bibins,634214,10/09/18 13:11,10/09/18 13:11,10/09/18 16:11,475,1853426068164660,10.45.0.151, ,1,10/09/18 16:11,
tw18254082122472,10005bibins,784101,11/09/18 04:21,11/09/18 04:21,11/09/18 08:21,475,1854889847773060,10.45.0.151, ,3,11/09/18 08:23,
yb18254084203630,10005cini,784101,11/09/18 04:42,11/09/18 04:42,11/09/18 08:42,475,1854852852879050,10.45.0.179, ,3,11/09/18 08:42,
qg18254084739969,10005kiran,784325,11/09/18 04:47,11/09/18 04:47,11/09/18 08:47,475,1854247906143990,10.45.0.150, ,1,11/09/18 08:47,
uc18254085053424,10005kiran,784101,11/09/18 04:50,11/09/18 04:50,11/09/18 08:50,475,1854510238481280,10.45.0.150, ,1,11/09/18 08:50,
ha18254085352018,10005kiran,784101,11/09/18 04:53,11/09/18 04:53,11/09/18 08:53,475,1854510238481280,10.45.0.150, ,3,11/09/18 08:55,
mb18254085806521,10005kiran,784326,11/09/18 04:58,11/09/18 04:58,11/09/18 08:58,475,1854844022535200,10.45.0.150, ,1,11/09/18 08:58,
dv18254085808956,10005kiran,784326,11/09/18 04:58,11/09/18 04:58,11/09/18 08:58,475,1854844022535200,10.45.0.150, ,1,11/09/18 08:58,
ss18254085814611,10005kiran,784326,11/09/18 04:58,11/09/18 04:58,11/09/18 08:58,475,1854844022535200,10.45.0.150, ,1,11/09/18 08:58,
ab18254085818441,10005kiran,784326,11/09/18 04:58,11/09/18 04:58,11/09/18 08:58,475,1854844022535200,10.45.0.150, ,1,11/09/18 08:58,
ic18254085821429,10005kiran,784326,11/09/18 04:58,11/09/18 04:58,11/09/18 08:58,475,1854844022535200,10.45.0.150, ,1,11/09/18 08:58,
id18254090048805,10005cini,784101,11/09/18 05:00,11/09/18 05:00,11/09/18 09:00,475,1854852852879050,10.45.0.179, ,3,11/09/18 09:01,
bi18254090657795,10005cini,784101,11/09/18 05:06,11/09/18 05:06,11/09/18 09:06,475,1854852852879050,10.45.0.179, ,3,11/09/18 09:07,
ce18254094715751,10005bibins,784101,11/09/18 05:47,11/09/18 05:47,11/09/18 09:47,475,1854889847773060,10.45.0.151, ,1,11/09/18 09:47,
ep18254095041221,10005bibins,784101,11/09/18 05:50,11/09/18 05:50,11/09/18 09:50,475,1854889847773060,10.45.0.151, ,1,11/09/18 09:50,
ma18254095043081,10005bibins,784101,11/09/18 05:50,11/09/18 05:50,11/09/18 09:50,475,1854889847773060,10.45.0.151, ,1,11/09/18 09:50,
mh18254095044275,10005bibins,784101,11/09/18 05:50,11/09/18 05:50,11/09/18 09:50,475,1854889847773060,10.45.0.151, ,1,11/09/18 09:50,
sv18254095044666,10005bibins,784101,11/09/18 05:50,11/09/18 05:50,11/09/18 09:50,475,1854889847773060,10.45.0.151, ,1,11/09/18 09:50,
ab18254095045075,10005bibins,784101,11/09/18 05:50,11/09/18 05:50,11/09/18 09:50,475,1854889847773060,10.45.0.151, ,1,11/09/18 09:50,
dh18254104258891,10005cinim,784101,11/09/18 06:42,11/09/18 06:42,11/09/18 10:42,475,1854142032392360,10.45.0.179, ,3,11/09/18 10:44,
jz18256084728789,10005bibins,784101,13/09/18 04:47,13/09/18 04:47,13/09/18 08:47,475,1856577582598480,10.45.0.151, ,3,13/09/18 08:49,
he18255111359852,10005bibins,480223,12/09/18 07:13,12/09/18 07:13,12/09/18 10:13,475,1855439660932070,10.45.0.151, ,1,12/09/18 10:13,
zw18255111519105,10005bibins,480223,12/09/18 07:15,12/09/18 07:15,12/09/18 10:15,475,1855439660932070,10.45.0.151, ,3,12/09/18 10:22,
gf18255114146323,10005bibins,480999,12/09/18 07:41,12/09/18 07:41,12/09/18 10:41,475,1855143046336490,10.45.0.151, ,3,12/09/18 10:42,
zw18255114243084,10005bibins,480999,12/09/18 07:42,12/09/18 07:42,12/09/18 10:42,475,1855143046336490,10.45.0.151, ,1,12/09/18 10:42,
iy18255115546951,10005bibins,480999,12/09/18 07:55,12/09/18 07:55,12/09/18 10:55,475,1855481853368680,10.45.0.151, ,3,12/09/18 10:56,
xl18255115917798,10005bibins,480999,12/09/18 07:59,12/09/18 07:59,12/09/18 10:59,475,1855481853368680,10.45.0.151, ,3,12/09/18 10:59,
zv18255115949653,10005bibins,480999,12/09/18 07:59,12/09/18 07:59,12/09/18 10:59,475,1855481853368680,10.45.0.151, ,1,12/09/18 10:59,
ec18255115954033,10005bibins,480999,12/09/18 07:59,12/09/18 07:59,12/09/18 10:59,475,1855481853368680,10.45.0.151, ,3,12/09/18 11:00,
vl18255034309747,10005cinim,784101,12/09/18 11:43,12/09/18 11:43,12/09/18 15:43,475,1855117241071690,10.45.0.179, ,3,12/09/18 15:43,
pj18255042140011,10005cinim,784101,12/09/18 12:21,12/09/18 12:21,12/09/18 16:21,475,1855354488622060,10.45.0.179, ,3,12/09/18 16:22,
gs18255043244175,10005cinim,784101,12/09/18 12:32,12/09/18 12:32,12/09/18 16:32,475,1855712084942330,10.45.0.179, ,3,12/09/18 16:40,
zr18255045404532,10005cini,784101,12/09/18 12:54,12/09/18 12:54,12/09/18 16:54,475,1855470866337620,10.45.0.179, ,1,12/09/18 16:54,
ic18255045502223,10005bibins,784101,12/09/18 12:55,12/09/18 12:55,12/09/18 16:55,475,1855412167034700,10.45.0.151, ,1,12/09/18 16:55,
yh18255045503933,10005bibins,784101,12/09/18 12:55,12/09/18 12:55,12/09/18 16:55,475,1855412167034700,10.45.0.151, ,1,12/09/18 16:55,
te18255045506353,10005bibins,784101,12/09/18 12:55,12/09/18 12:55,12/09/18 16:55,475,1855412167034700,10.45.0.151, ,1,12/09/18 16:55,
dz18255045548896,10005kiran,784101,12/09/18 12:55,12/09/18 12:55,12/09/18 16:55,475,1855557929962880,10.45.0.150, ,1,12/09/18 16:55,
fe18255045555831,10005bibins,784101,12/09/18 12:55,12/09/18 12:55,12/09/18 16:55,475,1855412167034700,10.45.0.151, ,1,12/09/18 16:55,
jq18255053034527,10005cinim,784101,12/09/18 13:30,12/09/18 13:30,12/09/18 17:30,475,1855461838474700,10.45.0.179, ,1,12/09/18 17:30,
tr18255053243225,10005cinim,784101,12/09/18 13:32,12/09/18 13:32,12/09/18 17:32,475,1855824757135650,10.45.0.179, ,1,12/09/18 17:32,
pn18255053743994,10005cinim,784101,12/09/18 13:37,12/09/18 13:37,12/09/18 17:37,475,1855682871556370,10.45.0.179, ,1,12/09/18 17:37,
fa18255053917937,10005cinim,784101,12/09/18 13:39,12/09/18 13:39,12/09/18 17:39,475,1855915733852690,10.45.0.179, ,1,12/09/18 17:39,
fa18255054037173,10005cinim,784101,12/09/18 13:40,12/09/18 13:40,12/09/18 17:40,475,1855289392079380,10.45.0.179, ,1,12/09/18 17:40,
hw18255054203461,10005cinim,784101,12/09/18 13:42,12/09/18 13:42,12/09/18 17:42,475,1855577337052170,10.45.0.179, ,1,12/09/18 17:42,
at18255054355282,10005cinim,784101,12/09/18 13:43,12/09/18 13:43,12/09/18 17:43,475,1855502382250280,10.45.0.179, ,1,12/09/18 17:43,
py18255054447851,10005cinim,784101,12/09/18 13:44,12/09/18 13:44,12/09/18 17:44,475,1855966640880530,10.45.0.179, ,1,12/09/18 17:44,
pr18255054555181,10005cinim,784101,12/09/18 13:45,12/09/18 13:45,12/09/18 17:45,475,1855316883914850,10.45.0.179, ,1,12/09/18 17:45,
fu18255054732006,10005cinim,784101,12/09/18 13:47,12/09/18 13:47,12/09/18 17:47,475,1855402303768110,10.45.0.179, ,1,12/09/18 17:47,
jp18255054850920,10005cinim,784101,12/09/18 13:48,12/09/18 13:48,12/09/18 17:48,475,1855340838935850,10.45.0.179, ,1,12/09/18 17:48,
ln18255112750652,10005bibins,480223,12/09/18 07:27,12/09/18 07:27,12/09/18 10:27,475,1855439660932070,10.45.0.151, ,1,12/09/18 10:27,
sj18255114658331,10005bibins,480999,12/09/18 07:46,12/09/18 07:46,12/09/18 10:46,475,1855481853368680,10.45.0.151, ,1,12/09/18 10:46,
ve18255120020237,10005bibins,480999,12/09/18 08:00,12/09/18 08:00,12/09/18 11:00,475,1855481853368680,10.45.0.151, ,3,12/09/18 11:01,
pp18255122458173,10005cinim,784101,12/09/18 08:24,12/09/18 08:24,12/09/18 12:24,475,1855916719899800,10.45.0.179, ,3,12/09/18 12:25,
dt18255010411774,10005cinim,784101,12/09/18 09:04,12/09/18 09:04,12/09/18 13:04,475,1855739887266480,10.45.0.179, ,1,12/09/18 13:04,
ga18255010801904,10005cinim,784101,12/09/18 09:08,12/09/18 09:08,12/09/18 13:08,475,1855972038035220,10.45.0.179, ,1,12/09/18 13:08,
ki18255011219267,10005cinim,784101,12/09/18 09:12,12/09/18 09:12,12/09/18 13:12,475,1855987803431770,10.45.0.179, ,3,12/09/18 13:15,
so18255011944556,10005cini,784101,12/09/18 09:19,12/09/18 09:19,12/09/18 13:19,475,1855974365325600,10.45.0.179, ,1,12/09/18 13:19,
ov18255012000823,10005cinim,784101,12/09/18 09:20,12/09/18 09:20,12/09/18 13:20,475,1855233909278550,10.45.0.179, ,3,12/09/18 13:20,
uh18255013139483,10005cinim,784101,12/09/18 09:31,12/09/18 09:31,12/09/18 13:31,475,1855221686768570,10.45.0.179, ,3,12/09/18 13:32,
hk18255021640007,10005cinim,784101,12/09/18 10:16,12/09/18 10:16,12/09/18 14:16,475,1855133213087110,10.45.0.179, ,1,12/09/18 14:16,
cs18255022629316,10005cinim,784101,12/09/18 10:26,12/09/18 10:26,12/09/18 14:26,475,1855210490193000,10.45.0.179, ,3,12/09/18 14:28,
tv18255023114053,10005cinim,784101,12/09/18 10:31,12/09/18 10:31,12/09/18 14:31,475,1855660206961830,10.45.0.179, ,3,12/09/18 14:31,
rb18255055127354,10005cinim,784101,12/09/18 13:51,12/09/18 13:51,12/09/18 17:51,475,1855529224454350,10.45.0.179, ,3,12/09/18 17:52,
jy18255060018224,10005cinim,784101,12/09/18 14:00,12/09/18 14:00,12/09/18 18:00,475,1855427322687070,10.45.0.179, ,3,12/09/18 18:00,
lx18255033026346,10005cinim,784101,12/09/18 11:30,12/09/18 11:30,12/09/18 15:30,475,1855802467819510,10.45.0.179, ,3,12/09/18 15:31,
9.71825711512782E+015,182491403405811,634999,14/09/18 07:51,14/09/18 07:51,14/09/18 10:51,475,MOBILE, , ,1,14/09/18 10:51,
2718257115546950,182491403405811,634999,14/09/18 07:56,14/09/18 07:56,14/09/18 10:56,475,MOBILE, , ,1,14/09/18 10:56,
3018257132250770,182501038238978,344999,14/09/18 09:23,14/09/18 09:23,14/09/18 17:23,475,MOBILE, , ,1,14/09/18 17:23,
4718257132336050,182491403405811,634999,14/09/18 09:23,14/09/18 09:23,14/09/18 12:23,475,MOBILE, , ,1,14/09/18 12:23,
bu18258022033574,78400rahulku,784101,15/09/18 10:20,15/09/18 10:20,15/09/18 14:20,475,1858576175399770,10.45.0.140, ,1,15/09/18 14:20,
uh18258022731842,78400rahulku,784101,15/09/18 10:27,15/09/18 10:27,15/09/18 14:27,475,1858576175399770,10.45.0.140, ,1,15/09/18 14:27,
uq18258030449852,78400rahulku,608804,15/09/18 11:04,15/09/18 11:04,15/09/18 19:04,475,1858311433895760,10.45.0.140, ,1,15/09/18 19:04,
dk18258030851385,78400rahulku,608804,15/09/18 11:08,15/09/18 11:08,15/09/18 19:08,475,1858311433895760,10.45.0.140, ,1,15/09/18 19:08,
ty18258033502829,78400rahulku,608804,15/09/18 11:35,15/09/18 11:35,15/09/18 19:35,475,1858311433895760,10.45.0.140, ,1,15/09/18 19:35,
er18260013804880,10005cinim,784101,17/09/18 09:38,17/09/18 09:38,17/09/18 13:38,475,1860438803689130,10.45.0.179, ,3,17/09/18 13:38,
jg18260014908027,10005bibins,480223,17/09/18 09:49,17/09/18 09:49,17/09/18 12:49,475,1860626471585780,10.45.0.151, ,3,17/09/18 12:50,
xa18260015430232,10005kiran,784101,17/09/18 09:54,17/09/18 09:54,17/09/18 13:54,475,1860143473465920,10.45.0.150, ,3,17/09/18 13:55,
jp18260015608683,10005bibins,480223,17/09/18 09:56,17/09/18 09:56,17/09/18 12:56,475,1860263292331100,10.45.0.151, ,1,17/09/18 12:56,
nl18260020311368,10005kiran,784101,17/09/18 10:03,17/09/18 10:03,17/09/18 14:03,475,1860143473465920,10.45.0.150, ,3,17/09/18 14:03,
pq18260020421042,10005kiran,784101,17/09/18 10:04,17/09/18 10:04,17/09/18 14:04,475,1860143473465920,10.45.0.150, ,3,17/09/18 14:05,
mf18260020518513,10005cinim,784101,17/09/18 10:05,17/09/18 10:05,17/09/18 14:05,475,1860922761719570,10.45.0.179, ,3,17/09/18 14:05,
vw18260020635890,10005bibins,480223,17/09/18 10:06,17/09/18 10:06,17/09/18 13:06,475,1860263292331100,10.45.0.151, ,3,17/09/18 13:07,
os18260020858254,10005cinim,784101,17/09/18 10:08,17/09/18 10:08,17/09/18 14:08,475,1860705685888490,10.45.0.179, ,3,17/09/18 14:09,
mq18260024950396,10005kiran,784101,17/09/18 10:49,17/09/18 10:49,17/09/18 14:49,475,1860829382934650,10.45.0.150, ,1,17/09/18 14:49,
gb18260025256244,10005mousami,784101,17/09/18 10:52,17/09/18 10:52,17/09/18 14:52,475,1860589621339790,10.45.0.170, ,1,17/09/18 14:52,
ge18260025558141,10005mousami,784101,17/09/18 10:55,17/09/18 10:55,17/09/18 14:55,475,1860515806381090,10.45.0.170, ,1,17/09/18 14:55,
be18260025818922,10005mousami,784101,17/09/18 10:58,17/09/18 10:58,17/09/18 14:58,475,1860662261841330,10.45.0.170, ,1,17/09/18 14:58,
ww18260030202289,10005mousami,784101,17/09/18 11:02,17/09/18 11:02,17/09/18 15:02,475,1860514359226530,10.45.0.170, ,1,17/09/18 15:02,
ag18260031009890,10005mousami,784101,17/09/18 11:10,17/09/18 11:10,17/09/18 15:10,475,1860233497062430,10.45.0.170, ,1,17/09/18 15:10,
ec18260031321413,10005mousami,784101,17/09/18 11:13,17/09/18 11:13,17/09/18 15:13,475,1860994393215030,10.45.0.170, ,1,17/09/18 15:13,
wb18260031500266,10005mousami,784101,17/09/18 11:15,17/09/18 11:15,17/09/18 15:15,475,1860256700584120,10.45.0.170, ,1,17/09/18 15:15,
xs18260031548716,10005cinim,784101,17/09/18 11:15,17/09/18 11:15,17/09/18 15:15,475,1860125951518130,10.45.0.179, ,3,17/09/18 15:16,
zm18257022805413,10005bibins,634214,14/09/18 10:28,14/09/18 10:28,14/09/18 13:28,475,1857703939312940,10.45.0.176, ,1,14/09/18 13:28,
sf18257022807248,10005bibins,634214,14/09/18 10:28,14/09/18 10:28,14/09/18 13:28,475,1857703939312940,10.45.0.176, ,1,14/09/18 13:28,
gq18260080346902,10005bibins,784101,17/09/18 04:03,17/09/18 04:03,17/09/18 08:03,475,1860666793785410,10.45.0.151, ,1,17/09/18 08:03,
gg18260123351346,10005kiran,784101,17/09/18 08:33,17/09/18 08:33,17/09/18 12:33,475,1860491718550490,10.45.0.150, ,1,17/09/18 12:33,
hf18260123414565,10005kiran,784101,17/09/18 08:34,17/09/18 08:34,17/09/18 12:34,475,1860491718550490,10.45.0.150, ,1,17/09/18 12:34,
wl18260123719092,10005kiran,784101,17/09/18 08:37,17/09/18 08:37,17/09/18 12:37,475,1860491718550490,10.45.0.150, ,1,17/09/18 12:37,
mj18260123927814,10005kiran,784101,17/09/18 08:39,17/09/18 08:39,17/09/18 12:39,475,1860491718550490,10.45.0.150, ,1,17/09/18 12:39,
jd18260124053159,10005kiran,784101,17/09/18 08:40,17/09/18 08:40,17/09/18 12:40,475,1860491718550490,10.45.0.150, ,1,17/09/18 12:40,
ex18260124142479,10005mousami,784101,17/09/18 08:41,17/09/18 08:41,17/09/18 12:41,475,1860440255787440,10.45.0.170, ,1,17/09/18 12:41,
tk18260124703229,10005bibins,480223,17/09/18 08:47,17/09/18 08:47,17/09/18 11:47,475,1860963204756700,10.45.0.151, ,1,17/09/18 11:47,
fg18260124716506,10005kiran,784101,17/09/18 08:47,17/09/18 08:47,17/09/18 12:47,475,1860491718550490,10.45.0.150, ,3,17/09/18 13:38,
qr18260011651580,10005mousami,784101,17/09/18 09:16,17/09/18 09:16,17/09/18 13:16,475,1860155933563370,10.45.0.170, ,1,17/09/18 13:16,
dj18260012332771,10005bibins,480223,17/09/18 09:23,17/09/18 09:23,17/09/18 12:23,475,1860626471585780,10.45.0.151, ,3,17/09/18 12:35,
8918260134319840,182551113147467,480999,17/09/18 09:43,17/09/18 09:43,17/09/18 12:43,475,MOBILE, , ,1,17/09/18 12:43,
uq18260031715411,10005cinim,784101,17/09/18 11:17,17/09/18 11:17,17/09/18 15:17,475,1860933383447180,10.45.0.179, ,3,17/09/18 15:17,
ji18260033902138,10005mousami,784101,17/09/18 11:39,17/09/18 11:39,17/09/18 15:39,475,1860256700584120,10.45.0.170, ,3,17/09/18 15:39,
dk18260035947981,10005cinim,784101,17/09/18 11:59,17/09/18 11:59,17/09/18 15:59,475,1860461049087200,10.45.0.179, ,3,17/09/18 16:00,
fs18260040635601,10005cinim,784101,17/09/18 12:06,17/09/18 12:06,17/09/18 16:06,475,1860480397294970,10.45.0.179, ,3,17/09/18 16:07,
mp18261082933602,10005kiran,784101,18/09/18 04:29,18/09/18 04:29,18/09/18 08:29,475,1861361042432420,10.45.0.150, ,1,18/09/18 08:29,
sf18261083006966,10005kiran,784101,18/09/18 04:30,18/09/18 04:30,18/09/18 08:30,475,1861361042432420,10.45.0.150, ,1,18/09/18 08:30,
va18261083028686,10005kiran,784101,18/09/18 04:30,18/09/18 04:30,18/09/18 08:30,475,1861361042432420,10.45.0.150, ,1,18/09/18 08:30,
gs18261083037586,10005kiran,784101,18/09/18 04:30,18/09/18 04:30,18/09/18 08:30,475,1861361042432420,10.45.0.150, ,1,18/09/18 08:30,
oo18261083038123,10005kiran,784101,18/09/18 04:30,18/09/18 04:30,18/09/18 08:30,475,1861361042432420,10.45.0.150, ,1,18/09/18 08:30,
xx18261083106758,10005kiran,784101,18/09/18 04:31,18/09/18 04:31,18/09/18 08:31,475,1861361042432420,10.45.0.150, ,1,18/09/18 08:31,
zz18261083129797,10005cinim,784101,18/09/18 04:31,18/09/18 04:31,18/09/18 08:31,475,1861248060897020,10.45.0.179, ,1,18/09/18 08:31,
kn18261083250739,10005kiran,784101,18/09/18 04:32,18/09/18 04:32,18/09/18 08:32,475,1861361042432420,10.45.0.150, ,1,18/09/18 08:32,
ig18261083356864,10005kiran,784101,18/09/18 04:33,18/09/18 04:33,18/09/18 08:33,475,1861361042432420,10.45.0.150, ,1,18/09/18 08:33,
xl18261084241151,10005cinim,784101,18/09/18 04:42,18/09/18 04:42,18/09/18 08:42,475,1861707405341870,10.45.0.179, ,1,18/09/18 08:42,
km18261084309932,10005bibins,784101,18/09/18 04:43,18/09/18 04:43,18/09/18 08:43,475,1861425727883650,10.45.0.151, ,1,18/09/18 08:43,
tt18261084746111,10005amal,784101,18/09/18 04:47,18/09/18 04:47,18/09/18 08:47,475,1861519769377770,10.45.0.164, ,1,18/09/18 08:47,
yx18261084756732,10005amal,784101,18/09/18 04:47,18/09/18 04:47,18/09/18 08:47,475,1861519769377770,10.45.0.164, ,1,18/09/18 08:47,
dj18261085932995,10005cinim,784101,18/09/18 04:59,18/09/18 04:59,18/09/18 08:59,475,1861361065468980,10.45.0.179, ,1,18/09/18 08:59,
uu18261090100304,10005bibins,784101,18/09/18 05:01,18/09/18 05:01,18/09/18 09:01,475,1861425727883650,10.45.0.151, ,1,18/09/18 09:01,
vk18261090751342,10005cinim,784101,18/09/18 05:07,18/09/18 05:07,18/09/18 09:07,475,1861361065468980,10.45.0.179, ,1,18/09/18 09:07,
gg18261091706794,10005cinim,784101,18/09/18 05:17,18/09/18 05:17,18/09/18 09:17,475,1861831315042100,10.45.0.179, ,1,18/09/18 09:17,
mn18261092059801,10005kiran,784101,18/09/18 05:20,18/09/18 05:20,18/09/18 09:20,475,1861361042432420,10.45.0.150, ,1,18/09/18 09:20,
zr18261093845598,10005bibins,784101,18/09/18 05:38,18/09/18 05:38,18/09/18 09:38,475,1861720786538480,10.45.0.151, ,1,18/09/18 09:38,
as18261103819968,10005kiran,784101,18/09/18 06:38,18/09/18 06:38,18/09/18 10:38,475,1861349227115940,10.45.0.150, ,1,18/09/18 10:38,
vd18261104602365,10005kiran,784101,18/09/18 06:46,18/09/18 06:46,18/09/18 10:46,475,1861349227115940,10.45.0.150, ,3,18/09/18 10:49,
zy18261105554282,10005kiran,356175,05/09/18 06:55,05/09/18 06:55,05/09/18 12:25,475,1861752282444170,10.45.0.150, ,1,05/09/18 12:25,
vd18261110035621,10005kiran,414167,18/09/18 07:00,18/09/18 07:00,18/09/18 10:00,475,1861357214131800,10.45.0.150, ,1,18/09/18 10:00,
5118257154555380,182491403405811,634999,14/09/18 11:46,14/09/18 11:46,14/09/18 14:46,475,MOBILE, , ,1,14/09/18 14:46,
9.61825715552569E+015,182491403405811,634999,14/09/18 11:55,14/09/18 11:55,14/09/18 14:55,475,MOBILE, , ,1,14/09/18 14:55,
9.31825715595557E+015,182491403405811,634999,14/09/18 12:00,14/09/18 12:00,14/09/18 15:00,475,MOBILE, , ,1,14/09/18 15:00,
3418257160106040,182491403405811,634999,14/09/18 12:01,14/09/18 12:01,14/09/18 15:01,475,MOBILE, , ,1,14/09/18 15:01,
cg18260013609011,10005cinim,784101,17/09/18 09:36,17/09/18 09:36,17/09/18 13:36,475,1860752357241190,10.45.0.179, ,1,17/09/18 13:36,
po18260021115126,10005kiran,784101,17/09/18 10:11,17/09/18 10:11,17/09/18 14:11,475,1860143473465920,10.45.0.150, ,3,17/09/18 14:12,
ew18260021727491,10005kiran,784101,17/09/18 10:17,17/09/18 10:17,17/09/18 14:17,475,1860143473465920,10.45.0.150, ,3,17/09/18 14:26,
td18260021731283,10005bibins,480223,17/09/18 10:17,17/09/18 10:17,17/09/18 13:17,475,1860263292331100,10.45.0.151, ,1,17/09/18 13:17,
of18260023754275,10005kiran,784101,17/09/18 10:37,17/09/18 10:37,17/09/18 14:37,475,1860143473465920,10.45.0.150, ,1,17/09/18 14:37,
xq18260024157464,10005cinim,784101,17/09/18 10:41,17/09/18 10:41,17/09/18 14:41,475,1860814867050680,10.45.0.179, ,3,17/09/18 14:42,
ky18260031901104,10005kiran,784101,17/09/18 11:19,17/09/18 11:19,17/09/18 15:19,475,1860687089074460,10.45.0.150, ,1,17/09/18 15:19,
tl18260032111236,10005kiran,784101,17/09/18 11:21,17/09/18 11:21,17/09/18 15:21,475,1860687089074460,10.45.0.150, ,1,17/09/18 15:21,
oj18260032340276,10005kiran,784101,17/09/18 11:23,17/09/18 11:23,17/09/18 15:23,475,1860687089074460,10.45.0.150, ,3,17/09/18 15:25,
ds18260040349453,10005cinim,784101,17/09/18 12:03,17/09/18 12:03,17/09/18 16:03,475,1860457263626530,10.45.0.179, ,3,17/09/18 16:04,
ts18260053731804,10005kiran,784101,17/09/18 13:37,17/09/18 13:37,17/09/18 17:37,475,1860541694437100,10.45.0.150, ,1,17/09/18 17:37,
zm18260053751169,10005kiran,784101,17/09/18 13:37,17/09/18 13:37,17/09/18 17:37,475,1860541694437100,10.45.0.150, ,1,17/09/18 17:37,
zx18260053807264,10005kiran,784101,17/09/18 13:38,17/09/18 13:38,17/09/18 17:38,475,1860541694437100,10.45.0.150, ,1,17/09/18 17:38,
yk18260053847018,10005kiran,784101,17/09/18 13:38,17/09/18 13:38,17/09/18 17:38,475,1860541694437100,10.45.0.150, ,1,17/09/18 17:38,
jh18261104415329,10005kiran,784101,18/09/18 06:44,18/09/18 06:44,18/09/18 10:44,475,1861349227115940,10.45.0.150, ,1,18/09/18 10:44,
qe18256042939114,10005bibins,634214,13/09/18 12:29,13/09/18 12:29,13/09/18 15:29,475,1856923480395560,10.45.0.151, ,1,13/09/18 15:29,
dv18256043533123,10005bibins,414167,13/09/18 12:35,13/09/18 12:35,13/09/18 15:35,475,1856634963597670,10.45.0.151, ,3,13/09/18 15:35,
ij18261092527690,10005kiran,784101,18/09/18 05:25,18/09/18 05:25,18/09/18 09:25,475,1861361042432420,10.45.0.150, ,1,18/09/18 09:25,
nt18261092839463,10005bibins,784101,18/09/18 05:28,18/09/18 05:28,18/09/18 09:28,475,1861720786538480,10.45.0.151, ,3,18/09/18 09:30,
ve18261093105939,10005bibins,784101,18/09/18 05:31,18/09/18 05:31,18/09/18 09:31,475,1861720786538480,10.45.0.151, ,3,18/09/18 09:32,
wr18261093256896,10005bibins,784101,18/09/18 05:32,18/09/18 05:32,18/09/18 09:32,475,1861720786538480,10.45.0.151, ,1,18/09/18 09:32,
gi18261094023784,10005kiran,784101,18/09/18 05:40,18/09/18 05:40,18/09/18 09:40,475,1861361042432420,10.45.0.150, ,3,18/09/18 09:41,
hm18261094052339,10005cinim,784101,18/09/18 05:40,18/09/18 05:40,18/09/18 09:40,475,1861400967498360,10.45.0.179, ,1,18/09/18 09:40,
